material info.,result_material.json,,,result_material.json,,,result_material.json,,
path,C:/Users/JH/PycharmProjects/PythonProject/.venv/lg_project/250512/example_results/result_material.json,,,C:/Users/JH/PycharmProjects/PythonProject/.venv/lg_project/250512/example_results/result_material.json,,,C:/Users/JH/PycharmProjects/PythonProject/.venv/lg_project/250512/example_results/result_material.json,,
date,2025-05-13,,,2025-05-13,,,2025-05-13,,
graph name,Calculate1,,,Calculate2,,,Calculate3,,

Frequency [Hz],Transmission Loss [dB],Absorption Coefficient,Frequency [Hz],Transmission Loss [dB],Absorption Coefficient,Frequency [Hz],Transmission Loss [dB],Absorption Coefficient
100.0,8.02712814737779,0.19324326821006577,100.0,6.996601337305583,0.24266220475505607,100.0,5.040396587199941,0.3709291177497839
100.09216427327416,8.033972309912649,0.19304163201171554,100.09216427327416,7.003143113641178,0.24242165432639506,100.09216427327416,5.0460942325548555,0.37060905818616086
100.18441348908102,8.04081854604134,0.1928403373861115,100.18441348908102,7.009687453702619,0.24218148199436884,100.18441348908102,5.051795479356662,0.3702893647955424
100.27674772570732,8.047666853208128,0.19263938413072512,100.27674772570732,7.016234354879202,0.24194168770324043,100.27674772570732,5.057500325686636,0.3699700380142772
100.36916706151169,8.054517228858662,0.1924387720423888,100.36916706151169,7.022783814560664,0.24170227139622613,100.36916706151169,5.063208769622904,0.3696510782771235
100.46167157492526,8.061369670439996,0.19223850091729044,100.46167157492526,7.029335830137182,0.2414632330154799,100.46167157492526,5.068920809240386,0.36933248601723445
100.55426134445138,8.068224175400575,0.19203857055098306,100.55426134445138,7.03589039899939,0.24122457250212648,100.55426134445138,5.074636442610955,0.3690142616661899
100.6469364486657,8.07508074119024,0.1918389807383839,100.6469364486657,7.042447518538388,0.24098628979622905,100.6469364486657,5.08035566780329,0.36869640565396233
100.73969696621643,8.081939365260247,0.19163973127378153,100.73969696621643,7.049007186145721,0.24074838483681216,100.73969696621643,5.086078482882996,0.3683789184089381
100.83254297582394,8.088800045063259,0.19144082195083578,100.83254297582394,7.055569399213435,0.2405108575618654,100.83254297582394,5.091804885912588,0.36806180035791336
100.92547455628147,8.09566277805336,0.1912422525625791,100.92547455628147,7.062134155134045,0.24027370790833924,100.92547455628147,5.097534874951499,0.3677450519260952
101.01849178645477,8.102527561686065,0.1910440229014262,101.01849178645477,7.068701451300631,0.24003693581216823,101.01849178645477,5.1032684480561255,0.3674286735370963
101.11159474528229,8.10939439341833,0.19084613275917162,101.11159474528229,7.075271285106698,0.2398005412082277,101.11159474528229,5.1090056032797815,0.3671126656129359
101.2047835117753,8.116263270708558,0.19064858192699352,101.2047835117753,7.081843653946363,0.23956452403040063,101.2047835117753,5.114746338672809,0.3667970285740497
101.29805816501762,8.12313419101657,0.1904513701954602,101.29805816501762,7.08841855521417,0.239328884211519,101.29805816501762,5.1204906522824825,0.3664817628392836
101.39141878416626,8.130007151803673,0.1902544973545277,101.39141878416626,7.094995986305345,0.23909362168342652,101.39141878416626,5.1262385421531365,0.366166868825891
101.48486544845106,8.136882150532612,0.1900579631935464,101.48486544845106,7.1015759446155595,0.23885873637693145,101.48486544845106,5.13199000632609,0.3658523469495365
101.57839823717488,8.143759184667612,0.18986176750126582,101.57839823717488,7.108158427541077,0.23862422822182905,101.57839823717488,5.137745042839695,0.3655381976242984
101.67201722971382,8.150638251674383,0.18966591006583444,101.67201722971382,7.1147434324788055,0.2383900971469266,101.67201722971382,5.143503649729418,0.3652244212626736
101.76572250551678,8.157519349020085,0.18947039067480398,101.76572250551678,7.1213309568261,0.23815634307999312,101.76572250551678,5.1492658250276975,0.3649110182755547
101.85951414410619,8.164402474173393,0.1892752091151314,101.85951414410619,7.127920997981072,0.2379229659478379,101.85951414410619,5.155031566764119,0.3645979890722614
101.9533922250777,8.171287624604446,0.1890803651731835,101.9533922250777,7.134513553342339,0.23768996567624068,101.9533922250777,5.160800872965389,0.36428533406053043
102.0473568281003,8.17817479778491,0.18888585863473928,102.0473568281003,7.141108620309161,0.23745734218999526,102.0473568281003,5.166573741655264,0.36397305364650434
102.14140803291653,8.185063991187953,0.1886916892849949,102.14140803291653,7.147706196281465,0.2372250954129138,102.14140803291653,5.172350170854689,0.3636611482347393
102.23554591934207,8.191955202288238,0.18849785690856213,102.23554591934207,7.154306278659731,0.2369932252677962,102.23554591934207,5.178130158581727,0.3633496182282142
102.32977056726651,8.198848428561952,0.18830436128947803,102.32977056726651,7.160908864845169,0.2367617316764855,102.32977056726651,5.183913702851596,0.36303846402831563
102.42408205665296,8.205743667486821,0.1881112022111996,102.42408205665296,7.167513952239641,0.23653061455983404,102.42408205665296,5.18970080167672,0.36272768603485295
102.51848046753821,8.212640916542078,0.18791837945661616,102.51848046753821,7.174121538245625,0.23629987383770645,102.51848046753821,5.195491453066702,0.3624172846460527
102.61296588003295,8.21954017320854,0.1877258928080464,102.61296588003295,7.180731620266373,0.23606950942900784,102.61296588003295,5.201285655028405,0.3621072602585672
102.70753837432135,8.226441434968487,0.18753374204724182,102.70753837432135,7.1873441957057,0.2358395212516592,102.70753837432135,5.207083405565836,0.36179761326745163
102.80219803066183,8.233344699305823,0.18734192695539065,102.80219803066183,7.19395926196824,0.23560990922262215,102.80219803066183,5.212884702680293,0.36148834406618646
102.89694492938665,8.240249963705976,0.18715044731312447,102.89694492938665,7.2005768164592805,0.23538067325788936,102.89694492938665,5.2186895443703305,0.36117945304667687
102.99177915090215,8.247157225655943,0.18695930290051377,102.99177915090215,7.207196856584853,0.2351518132725049,102.99177915090215,5.224497928631804,0.36087094059925295
103.08670077568881,8.254066482644294,0.18676849349707825,103.08670077568881,7.213819379751717,0.2349233291805396,103.08670077568881,5.230309853457782,0.3605628071126453
103.18170988430104,8.260977732161152,0.18657801888178605,103.18170988430104,7.220444383367336,0.2346952208951114,103.18170988430104,5.236125316838741,0.3602550529740396
103.27680655736778,8.267890971698233,0.1863878788330573,103.27680655736778,7.227071864839995,0.23446748832840425,103.27680655736778,5.241944316762401,0.3599476785690191
103.37199087559213,8.274806198748855,0.18619807312876613,103.37199087559213,7.233701821578694,0.2342401313916378,103.37199087559213,5.247766851213842,0.3596406842815958
103.46726291975166,8.281723410807906,0.18600860154624865,103.46726291975166,7.2403342509932225,0.23401314999509293,103.46726291975166,5.253592918175565,0.35933407049422583
103.56262277069844,8.288642605371903,0.18581946386229864,103.56262277069844,7.246969150494148,0.2337865440481134,103.56262277069844,5.259422515627342,0.35902783758776047
103.65807050935872,8.29556377993891,0.1856306598531765,103.65807050935872,7.253606517492832,0.23356031345910477,103.65807050935872,5.265255641546358,0.3587219859414962
103.75360621673369,8.302486932008664,0.18544218929460965,103.75360621673369,7.260246349401466,0.23333445813554377,103.75360621673369,5.27109229390728,0.3584165159331635
103.84922997389909,8.309412059082485,0.18525405196179667,103.84922997389909,7.266888643632996,0.23310897798396035,103.84922997389909,5.276932470682106,0.3581114279389104
103.94494186200535,8.316339158663329,0.18506624762940727,103.94494186200535,7.273533397601239,0.23288387290997448,103.94494186200535,5.282776169840259,0.3578067223332997
104.04074196227783,8.32326822825578,0.18487877607159287,104.04074196227783,7.280180608720839,0.23265914281827793,104.04074196227783,5.288623389348723,0.35750239948936324
104.13663035601641,8.330199265366044,0.18469163706197989,104.13663035601641,7.286830274407276,0.23243478761264846,104.13663035601641,5.294474127171878,0.3571984597785438
104.23260712459624,8.337132267501975,0.1845048303736787,104.23260712459624,7.293482392076878,0.23221080719593368,104.23260712459624,5.3003283812715285,0.35689490357069653
104.32867234946735,8.344067232173089,0.18431835577928624,104.32867234946735,7.300136959146871,0.231987201470085,104.32867234946735,5.3061861496070595,0.35659173123413523
104.42482611215482,8.351004156890532,0.18413221305088712,104.42482611215482,7.306793973035287,0.2317639703361245,104.42482611215482,5.3120474301354115,0.3562889431356153
104.52106849425901,8.357943039167123,0.18394640196005896,104.52106849425901,7.313453431161124,0.2315411136941895,104.52106849425901,5.317912220810949,0.3559865396403017
104.61739957745515,8.364883876517332,0.18376092227787377,104.61739957745515,7.320115330944208,0.2313186314435003,104.61739957745515,5.323780519585656,0.35568452111181525
104.71381944349403,8.371826666457318,0.1835757737749013,104.71381944349403,7.326779669805309,0.23109652348238574,104.71381944349403,5.329652324409042,0.35538288791220274
104.81032817420176,8.37877140650489,0.1833909562212116,104.81032817420176,7.333446445166083,0.23087478970827202,104.81032817420176,5.335527633228239,0.3550816404019608
104.90692585147978,8.385718094179571,0.18320646938637952,104.90692585147978,7.3401156544491295,0.23065343001770244,104.90692585147978,5.34140644398793,0.35478077894001425
105.00361255730517,8.392666727002563,0.18302231303948657,105.00361255730517,7.346787295077997,0.23043244430632492,105.00361255730517,5.347288754630446,0.35448030388373575
105.10038837373024,8.399617302496724,0.18283848694912308,105.10038837373024,7.353461364477111,0.23021183246889776,105.10038837373024,5.353174563095765,0.3541802155889485
105.19725338288322,8.406569818186655,0.18265499088339332,105.19725338288322,7.360137860071918,0.22999159439930983,105.19725338288322,5.359063867321411,0.3538805144098932
105.29420766696794,8.413524271598655,0.18247182460991862,105.29420766696794,7.36681677928879,0.22977172999055906,105.29420766696794,5.364956665242703,0.3535812006992881
105.39125130826399,8.420480660260724,0.18228898789583614,105.39125130826399,7.373498119555118,0.2295522391347835,105.39125130826399,5.370852954792569,0.353282274808279
105.4883843891269,8.42743898170258,0.18210648050780698,105.4883843891269,7.380181878299203,0.22933312172322928,105.4883843891269,5.376752733901606,0.3529837370864488
105.58560699198782,8.434399233455656,0.18192430221201605,105.58560699198782,7.3868680529503825,0.22911437764629028,105.58560699198782,5.382656000498161,0.3526855878818489
105.6829191993541,8.441361413053125,0.18174245277417755,105.6829191993541,7.393556640939021,0.2288960067934942,105.6829191993541,5.388562752508288,0.35238782754096476
105.7803210938091,8.448325518029888,0.1815609319595366,105.7803210938091,7.400247639696428,0.22867800905349767,105.7803210938091,5.394472987855837,0.352090456408756
105.8778127580123,8.455291545922595,0.1813797395328689,105.8778127580123,7.406941046654988,0.22846038431411075,105.8778127580123,5.400386704462317,0.3517934748285977
105.97539427469931,8.462259494269624,0.18119887525849043,105.97539427469931,7.413636859248101,0.22824313246228567,105.97539427469931,5.4063039002470745,0.3514968831423404
106.07306572668213,8.469229360611116,0.18101833890025587,106.07306572668213,7.420335074910214,0.22802625338412152,106.07306572668213,5.412224573127306,0.35120068169030283
106.17082719684875,8.47620114248895,0.18083813022156325,106.17082719684875,7.427035691076794,0.227809746964874,106.17082719684875,5.418148721017881,0.3509048708112351
106.2686787681639,8.48317483744679,0.1806582489853531,106.2686787681639,7.433738705184393,0.22759361308894288,106.2686787681639,5.424076341831583,0.35060945084235096
106.36662052366864,8.490150443030057,0.1804786949541204,106.36662052366864,7.440444114670633,0.2273778516399061,106.36662052366864,5.430007433479004,0.3503144221193236
106.46465254648056,8.497127956785937,0.18029946788990703,106.46465254648056,7.447151916974227,0.22716246250049943,106.46465254648056,5.435941993868619,0.35001978497629704
106.56277491979401,8.50410737626341,0.18012056755431083,106.56277491979401,7.4538621095349535,0.22694744555261492,106.56277491979401,5.441880020906758,0.34972553974585996
106.66098772687963,8.511088699013216,0.17994199370848574,106.66098772687963,7.460574689793694,0.22673280067732293,106.66098772687963,5.4478215124976455,0.3494316867590801
106.75929105108516,8.518071922587902,0.17976374611314982,106.75929105108516,7.467289655192414,0.22651852775485948,106.75929105108516,5.453766466543368,0.349138226345473
106.85768497583504,8.525057044541802,0.17958582452858118,106.85768497583504,7.474007003174272,0.226304626664655,106.85768497583504,5.459714880943992,0.3488451588330277
106.95616958463062,8.532044062431066,0.17940822871462858,106.95616958463062,7.480726731183487,0.2260910972853083,106.95616958463062,5.465666753597499,0.3485524845482063
107.05474496105029,8.539032973813622,0.17923095843070358,107.05474496105029,7.487448836665413,0.22587793949459056,107.05474496105029,5.471622082399853,0.3482602038159406
107.15341118874916,8.54602377624923,0.17905401343579586,107.15341118874916,7.494173317066589,0.22566515316948288,107.15341118874916,5.47758086524491,0.34796831695961283
107.25216835145974,8.553016467299441,0.17887739348846665,107.25216835145974,7.500900169834663,0.22545273818614353,107.25216835145974,5.483543100024618,0.3476768243011106
107.35101653299166,8.560011044527657,0.17870109834685788,107.35101653299166,7.5076293924185045,0.22524069441993166,107.35101653299166,5.489508784628812,0.3473857261607539
107.44995581723173,8.567007505499097,0.17852512776869078,107.44995581723173,7.51436098226807,0.2250290217453843,107.44995581723173,5.4954779169454335,0.3470950228573726
107.5489862881442,8.574005847780802,0.17834948151127183,107.5489862881442,7.521094936834646,0.22481772003628908,107.5489862881442,5.501450494860435,0.34680471470825236
107.6481080297704,8.581006068941651,0.1781741593314945,107.6481080297704,7.527831253570513,0.2246067891655691,107.6481080297704,5.507426516257807,0.34651480202917107
107.74732112622944,8.588008166552376,0.17799916098583957,107.74732112622944,7.5345699299293365,0.224396229005416,107.74732112622944,5.513405979019625,0.34622528513437856
